id,n_items,total_weight,n_even,n_odd,even_ratio,pattern_eoe,pattern_oeo,pattern_eee,pattern_ooo,opt_bins,waste_pct,solve_time_ms
848,13,442,5,8,0.38461538461538464,0,0,0,1,5,11.600000000000001,0.010013580322265625
849,11,334,3,8,0.2727272727272727,1,1,0,1,4,16.5,0.009059906005859375
850,14,570,6,8,0.42857142857142855,1,1,0,1,7,18.571428571428573,0.012636184692382812
851,13,541,8,5,0.6153846153846154,0,0,1,1,6,9.833333333333332,0.010967254638671875
852,10,430,8,2,0.8,1,0,1,0,5,14.000000000000002,0.009059906005859375
853,13,513,6,7,0.46153846153846156,0,1,1,1,6,14.499999999999998,0.010251998901367188
854,13,526,5,8,0.38461538461538464,1,1,0,1,6,12.333333333333334,0.012159347534179688
855,15,586,9,6,0.6,1,1,1,0,7,16.28571428571429,0.013113021850585938
856,15,543,6,9,0.4,1,1,1,1,6,9.5,0.015974044799804688
857,10,393,7,3,0.7,1,0,1,0,5,21.4,0.008106231689453125
858,12,418,4,8,0.3333333333333333,0,1,1,1,5,16.400000000000002,0.010967254638671875
859,12,404,6,6,0.5,1,1,1,1,5,19.2,0.009059906005859375
860,14,513,9,5,0.6428571428571429,1,1,1,1,6,14.499999999999998,0.012874603271484375
861,10,423,3,7,0.3,1,1,0,1,5,15.4,0.009059906005859375
862,15,621,8,7,0.5333333333333333,1,1,1,1,7,11.285714285714285,0.014066696166992188
863,11,383,4,7,0.36363636363636365,0,1,1,1,4,4.25,0.007867813110351562
864,15,588,7,8,0.4666666666666667,1,1,0,1,7,16.0,0.013113021850585938
865,10,437,5,5,0.5,1,1,0,0,5,12.6,0.0069141387939453125
866,11,469,6,5,0.5454545454545454,1,1,1,0,5,6.2,0.009059906005859375
867,10,458,4,6,0.4,1,1,1,1,5,8.4,0.009059906005859375
868,15,808,7,8,0.4666666666666667,1,0,0,1,10,19.2,0.015735626220703125
869,15,547,4,11,0.26666666666666666,0,1,0,1,6,8.833333333333334,0.013113021850585938
870,12,551,7,5,0.5833333333333334,1,1,1,0,7,21.285714285714285,0.015020370483398438
871,11,306,3,8,0.2727272727272727,1,1,0,1,4,23.5,0.009059906005859375
872,12,416,4,8,0.3333333333333333,0,0,1,1,5,16.8,0.009059906005859375
873,10,419,5,5,0.5,1,1,0,1,5,16.2,0.010013580322265625
874,15,628,5,10,0.3333333333333333,1,1,0,1,7,10.285714285714285,0.016927719116210938
875,12,532,6,6,0.5,0,1,1,0,7,24.0,0.0171661376953125
876,14,698,4,10,0.2857142857142857,1,1,0,1,8,12.75,0.013113021850585938
877,10,438,2,8,0.2,0,1,0,1,5,12.4,0.010013580322265625
878,13,473,2,11,0.15384615384615385,0,1,0,1,5,5.4,0.011682510375976562
879,13,521,6,7,0.46153846153846156,1,1,0,1,6,13.166666666666666,0.010967254638671875
880,13,571,4,9,0.3076923076923077,0,1,1,1,6,4.833333333333333,0.013113021850585938
881,10,494,4,6,0.4,1,1,0,1,7,29.428571428571427,0.011920928955078125
882,15,674,7,8,0.4666666666666667,1,1,0,0,8,15.75,0.020265579223632812
883,14,615,7,7,0.5,1,1,0,0,7,12.142857142857142,0.015974044799804688
884,11,516,7,4,0.6363636363636364,0,0,1,0,6,14.000000000000002,0.012159347534179688
885,15,712,7,8,0.4666666666666667,0,0,1,1,8,11.0,0.01621246337890625
886,12,522,10,2,0.8333333333333334,1,0,1,0,6,13.0,0.013113021850585938
887,12,509,7,5,0.5833333333333334,1,0,1,0,6,15.166666666666668,0.013113021850585938
888,15,526,9,6,0.6,1,1,1,0,6,12.333333333333334,0.014066696166992188
889,10,456,4,6,0.4,0,1,0,1,6,24.0,0.010967254638671875
890,14,614,8,6,0.5714285714285714,1,1,1,1,7,12.285714285714286,0.011920928955078125
891,12,484,6,6,0.5,1,1,0,0,5,3.2,0.010013580322265625
892,14,548,6,8,0.42857142857142855,1,1,1,1,6,8.666666666666668,0.013113021850585938
893,12,413,5,7,0.4166666666666667,1,1,0,1,5,17.4,0.008106231689453125
894,11,513,4,7,0.36363636363636365,1,1,0,1,6,14.499999999999998,0.010967254638671875
895,15,626,7,8,0.4666666666666667,1,1,0,1,7,10.571428571428571,0.014066696166992188
896,11,452,7,4,0.6363636363636364,1,1,1,0,5,9.6,0.011920928955078125
897,11,385,6,5,0.5454545454545454,1,0,1,1,4,3.75,0.008106231689453125
898,12,457,5,7,0.4166666666666667,1,1,0,1,5,8.6,0.010013580322265625
899,15,536,5,10,0.3333333333333333,1,1,0,1,6,10.666666666666668,0.013113021850585938
900,11,592,7,4,0.6363636363636364,0,0,1,1,8,26.0,0.010013580322265625
901,10,328,6,4,0.6,1,1,1,0,4,18.0,0.008106231689453125
902,14,477,7,7,0.5,1,1,0,1,5,4.6,0.011205673217773438
903,15,557,4,11,0.26666666666666666,1,1,0,1,6,7.166666666666667,0.013113021850585938
904,13,629,6,7,0.46153846153846156,1,1,1,1,7,10.142857142857142,0.014066696166992188
905,11,555,6,5,0.5454545454545454,1,1,0,0,7,20.714285714285715,0.011920928955078125
906,13,341,6,7,0.46153846153846156,1,1,1,1,4,14.75,0.010013580322265625
907,10,439,3,7,0.3,0,0,1,1,5,12.2,0.008106231689453125
908,13,485,4,9,0.3076923076923077,1,1,1,1,6,19.166666666666668,0.012636184692382812
909,11,480,5,6,0.45454545454545453,1,1,0,0,5,4.0,0.009059906005859375
910,14,546,6,8,0.42857142857142855,1,1,0,1,6,9.0,0.010967254638671875
911,12,505,3,9,0.25,0,1,0,1,6,15.833333333333332,0.009298324584960938
912,10,428,4,6,0.4,0,0,1,1,5,14.399999999999999,0.007867813110351562
913,15,666,11,4,0.7333333333333333,1,0,1,0,8,16.75,0.01811981201171875
914,11,438,3,8,0.2727272727272727,0,0,1,1,5,12.4,0.010967254638671875
915,14,448,4,10,0.2857142857142857,0,1,0,1,5,10.4,0.012159347534179688
916,13,543,2,11,0.15384615384615385,0,1,0,1,6,9.5,0.015020370483398438
917,12,487,7,5,0.5833333333333334,0,0,1,1,5,2.6,0.010013580322265625
918,13,551,6,7,0.46153846153846156,1,1,1,1,6,8.166666666666666,0.010967254638671875
919,11,391,4,7,0.36363636363636365,1,1,0,1,5,21.8,0.008821487426757812
920,15,634,3,12,0.2,0,1,0,1,7,9.428571428571429,0.014066696166992188
921,13,470,3,10,0.23076923076923078,0,1,0,1,5,6.0,0.010967254638671875
922,14,538,12,2,0.8571428571428571,0,0,1,0,6,10.333333333333334,0.013113021850585938
923,12,418,4,8,0.3333333333333333,1,1,0,1,5,16.400000000000002,0.010013580322265625
924,11,444,5,6,0.45454545454545453,1,1,0,0,5,11.200000000000001,0.010967254638671875
925,13,574,5,8,0.38461538461538464,1,1,0,1,7,18.0,0.0171661376953125
926,10,367,5,5,0.5,1,0,0,1,4,8.25,0.008106231689453125
927,13,544,7,6,0.5384615384615384,1,1,1,0,6,9.333333333333334,0.014066696166992188
928,13,576,3,10,0.23076923076923078,1,0,0,1,7,17.71428571428571,0.015735626220703125
929,11,314,7,4,0.6363636363636364,1,0,1,1,4,21.5,0.09202957153320312
930,13,530,5,8,0.38461538461538464,1,1,0,1,6,11.666666666666666,0.030040740966796875
931,13,460,5,8,0.38461538461538464,1,1,1,1,5,8.0,0.022172927856445312
932,10,432,4,6,0.4,1,1,0,1,5,13.600000000000001,0.0171661376953125
933,10,404,6,4,0.6,1,1,0,0,5,19.2,0.015974044799804688
934,15,669,6,9,0.4,0,1,0,1,7,4.428571428571428,0.022172927856445312
935,13,463,4,9,0.3076923076923077,1,1,0,1,5,7.3999999999999995,0.019073486328125
936,13,526,7,6,0.5384615384615384,1,0,1,1,6,12.333333333333334,0.02384185791015625
937,12,477,9,3,0.75,1,0,1,0,5,4.6,0.016927719116210938
938,14,699,9,5,0.6428571428571429,1,1,1,0,9,22.333333333333332,0.031948089599609375
939,15,664,7,8,0.4666666666666667,1,1,0,0,8,17.0,0.03314018249511719
940,13,447,8,5,0.6153846153846154,1,1,1,0,5,10.6,0.019788742065429688
941,11,381,6,5,0.5454545454545454,1,1,1,0,4,4.75,0.015020370483398438
942,14,429,5,9,0.35714285714285715,0,0,1,1,5,14.2,0.019788742065429688
943,12,579,5,7,0.4166666666666667,1,1,0,0,8,27.625,0.025987625122070312
944,14,627,7,7,0.5,1,1,0,1,8,21.625,0.03314018249511719
945,14,588,10,4,0.7142857142857143,1,0,1,0,7,16.0,0.027894973754882812
946,11,495,8,3,0.7272727272727273,1,1,1,0,6,17.5,0.016927719116210938
947,10,355,5,5,0.5,1,1,0,0,4,11.25,0.0152587890625
948,13,480,5,8,0.38461538461538464,1,1,0,1,6,20.0,0.023126602172851562
949,12,523,7,5,0.5833333333333334,1,0,1,1,6,12.833333333333332,0.024080276489257812
950,11,539,6,5,0.5454545454545454,1,1,1,1,7,23.0,0.01811981201171875
951,15,559,6,9,0.4,1,1,0,1,6,6.833333333333333,0.02384185791015625
952,13,538,5,8,0.38461538461538464,1,1,0,1,6,10.333333333333334,0.023126602172851562
953,10,492,6,4,0.6,1,1,0,0,6,18.0,0.017881393432617188
954,15,694,7,8,0.4666666666666667,1,1,0,1,8,13.25,0.03218650817871094
955,11,520,5,6,0.45454545454545453,0,0,1,1,6,13.333333333333334,0.0171661376953125
956,13,562,7,6,0.5384615384615384,1,1,0,0,7,19.714285714285715,0.028848648071289062
957,14,558,8,6,0.5714285714285714,1,1,0,0,6,7.000000000000001,0.023126602172851562
958,12,467,7,5,0.5833333333333334,1,1,1,0,5,6.6000000000000005,0.2009868621826172
959,11,468,3,8,0.2727272727272727,0,0,1,1,5,6.4,0.0209808349609375
960,12,463,7,5,0.5833333333333334,1,0,1,1,5,7.3999999999999995,0.019073486328125
961,15,718,7,8,0.4666666666666667,1,1,0,1,8,10.25,0.026226043701171875
962,14,591,9,5,0.6428571428571429,1,0,1,1,7,15.571428571428573,0.025033950805664062
963,15,566,5,10,0.3333333333333333,1,1,0,1,6,5.666666666666666,0.02384185791015625
964,13,408,5,8,0.38461538461538464,0,1,0,1,5,18.4,0.017881393432617188
965,13,587,4,9,0.3076923076923077,0,1,0,1,7,16.142857142857142,0.019073486328125
966,13,503,8,5,0.6153846153846154,1,0,0,0,6,16.166666666666664,0.02002716064453125
967,14,565,7,7,0.5,1,1,1,1,6,5.833333333333333,0.02193450927734375
968,14,427,5,9,0.35714285714285715,1,1,0,1,5,14.6,0.02193450927734375
969,12,470,4,8,0.3333333333333333,0,0,0,1,5,6.0,0.02002716064453125
970,12,416,6,6,0.5,0,0,0,1,5,16.8,0.02002716064453125
971,10,427,7,3,0.7,0,0,1,0,5,14.6,0.015020370483398438
972,13,603,10,3,0.7692307692307693,1,0,1,0,7,13.857142857142858,0.023126602172851562
973,13,557,6,7,0.46153846153846156,0,0,1,1,6,7.166666666666667,0.023126602172851562
974,13,533,6,7,0.46153846153846156,1,1,0,1,6,11.166666666666666,0.024080276489257812
975,10,463,3,7,0.3,0,0,0,1,6,22.833333333333332,0.019311904907226562
976,14,565,9,5,0.6428571428571429,1,0,1,0,6,5.833333333333333,0.02288818359375
977,10,349,3,7,0.3,0,0,1,1,4,12.75,0.013828277587890625
978,15,681,6,9,0.4,1,1,0,1,8,14.875,0.027179718017578125
979,10,334,4,6,0.4,1,0,0,1,4,16.5,0.014066696166992188
980,10,265,5,5,0.5,1,1,1,0,3,11.666666666666666,0.013828277587890625
981,11,387,4,7,0.36363636363636365,0,1,0,1,5,22.6,0.0171661376953125
982,10,321,7,3,0.7,1,1,1,0,4,19.75,0.015020370483398438
983,10,379,5,5,0.5,1,1,1,1,4,5.25,0.014066696166992188
984,14,462,8,6,0.5714285714285714,1,1,1,0,5,7.6,0.024080276489257812
985,11,461,4,7,0.36363636363636365,0,1,1,1,5,7.8,0.016927719116210938
986,15,577,10,5,0.6666666666666666,0,1,1,1,7,17.57142857142857,0.02193450927734375
987,11,471,8,3,0.7272727272727273,1,0,1,0,5,5.800000000000001,0.016927719116210938
988,13,512,7,6,0.5384615384615384,1,1,1,1,6,14.666666666666666,0.02002716064453125
989,15,575,10,5,0.6666666666666666,1,1,1,1,6,4.166666666666666,0.0209808349609375
990,12,456,4,8,0.3333333333333333,1,1,0,1,5,8.799999999999999,0.01621246337890625
991,14,632,8,6,0.5714285714285714,1,1,1,0,7,9.714285714285714,0.027894973754882812
992,15,571,8,7,0.5333333333333333,1,1,1,1,6,4.833333333333333,0.02288818359375
993,10,449,3,7,0.3,1,1,0,1,5,10.2,0.0171661376953125
994,13,600,7,6,0.5384615384615384,1,1,1,0,8,25.0,0.028133392333984375
995,13,578,7,6,0.5384615384615384,0,0,1,1,7,17.42857142857143,0.029802322387695312
996,15,536,7,8,0.4666666666666667,0,1,0,1,6,10.666666666666668,0.024080276489257812
997,15,536,7,8,0.4666666666666667,1,1,1,1,6,10.666666666666668,0.02193450927734375
998,13,536,5,8,0.38461538461538464,1,1,0,1,6,10.666666666666668,0.025033950805664062
999,14,560,8,6,0.5714285714285714,1,1,1,1,6,6.666666666666667,0.022172927856445312
1000,14,588,10,4,0.7142857142857143,1,0,1,0,7,16.0,0.030994415283203125
1001,11,518,5,6,0.45454545454545453,0,0,1,1,7,26.0,0.02288818359375
1002,13,620,7,6,0.5384615384615384,1,1,1,1,8,22.5,0.028133392333984375
1003,13,512,5,8,0.38461538461538464,1,1,1,1,6,14.666666666666666,0.02384185791015625
1004,10,341,7,3,0.7,1,1,1,0,4,14.75,0.015974044799804688
1005,10,438,6,4,0.6,1,0,0,0,5,12.4,0.016927719116210938
1006,11,320,7,4,0.6363636363636364,0,0,1,1,4,20.0,0.010967254638671875
1007,10,428,4,6,0.4,1,1,0,1,5,14.399999999999999,0.010013580322265625
1008,11,471,4,7,0.36363636363636365,1,1,0,1,6,21.5,0.012874603271484375
1009,14,485,9,5,0.6428571428571429,1,1,1,0,5,3.0,0.011920928955078125
1010,15,533,8,7,0.5333333333333333,1,1,1,0,6,11.166666666666666,0.013828277587890625
1011,10,378,6,4,0.6,1,1,1,0,4,5.5,0.0069141387939453125
1012,11,493,6,5,0.5454545454545454,1,1,1,1,5,1.4000000000000001,0.010013580322265625
1013,14,539,5,9,0.35714285714285715,0,0,1,1,6,10.166666666666666,0.012874603271484375
1014,10,432,6,4,0.6,1,1,1,0,6,28.000000000000004,0.012159347534179688
1015,11,415,8,3,0.7272727272727273,1,0,1,0,5,17.0,0.008821487426757812
1016,11,400,5,6,0.45454545454545453,1,1,0,0,5,20.0,0.008821487426757812
1017,12,463,5,7,0.4166666666666667,1,1,0,1,5,7.3999999999999995,0.010013580322265625
1018,10,419,3,7,0.3,1,1,0,1,5,16.2,0.010013580322265625
1019,14,509,11,3,0.7857142857142857,1,1,1,0,6,15.166666666666668,0.014066696166992188
1020,13,582,7,6,0.5384615384615384,1,1,1,1,7,16.857142857142858,0.013113021850585938
1021,12,474,10,2,0.8333333333333334,0,0,1,0,5,5.2,0.011205673217773438
1022,11,502,5,6,0.45454545454545453,1,1,0,0,6,16.333333333333332,0.011920928955078125
1023,12,392,6,6,0.5,1,1,1,1,4,2.0,0.010013580322265625
1024,10,392,6,4,0.6,0,0,1,0,5,21.6,0.007867813110351562
1025,12,340,8,4,0.6666666666666666,1,1,1,0,4,15.0,0.010013580322265625
1026,14,452,6,8,0.42857142857142855,1,1,0,1,5,9.6,0.013113021850585938
1027,15,628,5,10,0.3333333333333333,1,1,0,1,7,10.285714285714285,0.0152587890625
1028,14,619,7,7,0.5,1,1,1,1,8,22.625,0.019788742065429688
1029,11,435,8,3,0.7272727272727273,1,1,1,0,5,13.0,0.009298324584960938
1030,14,554,8,6,0.5714285714285714,1,1,1,0,6,7.666666666666666,0.014781951904296875
1031,11,514,7,4,0.6363636363636364,1,1,1,0,6,14.333333333333334,0.010013580322265625
1032,15,611,8,7,0.5333333333333333,0,1,1,1,7,12.714285714285714,0.015020370483398438
1033,12,520,4,8,0.3333333333333333,0,0,0,1,6,13.333333333333334,0.011205673217773438
1034,14,517,5,9,0.35714285714285715,0,1,0,1,6,13.833333333333334,0.013113021850585938
1035,13,474,7,6,0.5384615384615384,1,1,1,0,5,5.2,0.009059906005859375
1036,14,496,6,8,0.42857142857142855,1,1,0,0,6,17.333333333333336,0.011682510375976562
1037,13,390,7,6,0.5384615384615384,1,1,1,0,4,2.5,0.009775161743164062
1038,12,470,6,6,0.5,1,1,1,0,5,6.0,0.010967254638671875
1039,10,303,5,5,0.5,0,1,1,1,4,24.25,0.007152557373046875
1040,15,754,9,6,0.6,1,1,1,1,11,31.454545454545457,0.02193450927734375
1041,12,529,7,5,0.5833333333333334,1,1,1,1,6,11.833333333333334,0.014066696166992188
1042,15,614,9,6,0.6,1,1,1,0,7,12.285714285714286,0.014066696166992188
1043,11,540,5,6,0.45454545454545453,0,0,1,1,6,10.0,0.010013580322265625
1044,10,433,7,3,0.7,1,0,0,0,5,13.4,0.007867813110351562
1045,13,507,6,7,0.46153846153846156,1,1,0,1,6,15.5,0.010013580322265625
1046,15,643,8,7,0.5333333333333333,1,1,1,0,7,8.142857142857144,0.015974044799804688
1047,14,609,9,5,0.6428571428571429,1,1,1,0,7,13.0,0.015974044799804688
1048,14,509,9,5,0.6428571428571429,1,0,1,0,6,15.166666666666668,0.011920928955078125
1049,14,530,8,6,0.5714285714285714,1,1,0,0,6,11.666666666666666,0.010728836059570312
1050,13,382,9,4,0.6923076923076923,1,1,1,0,4,4.5,0.010013580322265625
1051,13,408,7,6,0.5384615384615384,0,1,1,0,5,18.4,0.010967254638671875
1052,14,570,6,8,0.42857142857142855,1,1,0,1,6,5.0,0.011920928955078125
1053,15,612,9,6,0.6,1,0,1,1,7,12.571428571428573,0.013113021850585938
1054,10,376,4,6,0.4,1,1,0,1,4,6.0,0.0073909759521484375
1055,14,599,7,7,0.5,1,1,1,1,7,14.428571428571429,0.015020370483398438
1056,15,697,4,11,0.26666666666666666,1,1,0,1,8,12.875,0.019073486328125
1057,15,629,10,5,0.6666666666666666,0,1,1,1,7,10.142857142857142,0.015020370483398438
1058,11,515,10,1,0.9090909090909091,1,0,1,0,7,26.42857142857143,0.014066696166992188
1059,11,428,7,4,0.6363636363636364,1,1,1,0,5,14.399999999999999,0.010967254638671875
1060,12,365,9,3,0.75,1,0,1,0,4,8.75,0.010967254638671875
1061,15,562,7,8,0.4666666666666667,1,1,0,1,6,6.333333333333334,0.014066696166992188
1062,11,409,4,7,0.36363636363636365,0,1,0,1,5,18.2,0.010013580322265625
1063,15,545,10,5,0.6666666666666666,0,0,1,0,6,9.166666666666666,0.012874603271484375
1064,10,370,6,4,0.6,0,0,1,0,4,7.5,0.010013580322265625
1065,11,406,5,6,0.45454545454545453,0,0,1,1,5,18.8,0.008821487426757812
1066,15,678,7,8,0.4666666666666667,1,1,1,1,9,24.666666666666668,0.022172927856445312
1067,10,372,4,6,0.4,1,1,0,1,4,7.000000000000001,0.008821487426757812
1068,11,325,6,5,0.5454545454545454,1,0,0,1,4,18.75,0.009059906005859375
1069,10,441,7,3,0.7,0,0,1,1,6,26.5,0.012636184692382812
1070,10,382,8,2,0.8,0,0,1,0,4,4.5,0.008106231689453125
1071,11,397,6,5,0.5454545454545454,1,1,1,0,5,20.599999999999998,0.007867813110351562
1072,11,322,7,4,0.6363636363636364,1,0,1,1,4,19.5,0.008821487426757812
1073,12,461,5,7,0.4166666666666667,1,1,0,1,5,7.8,0.009775161743164062
1074,10,448,8,2,0.8,1,0,1,0,5,10.4,0.009059906005859375
1075,12,551,7,5,0.5833333333333334,1,0,1,0,7,21.285714285714285,0.014781951904296875
1076,15,626,11,4,0.7333333333333333,1,0,1,0,7,10.571428571428571,0.012874603271484375
1077,11,409,4,7,0.36363636363636365,1,1,0,1,5,18.2,0.008106231689453125
1078,11,374,3,8,0.2727272727272727,1,1,0,1,4,6.5,0.008821487426757812
1079,11,445,6,5,0.5454545454545454,1,1,1,1,5,11.0,0.009059906005859375
1080,15,633,10,5,0.6666666666666666,1,1,1,1,7,9.571428571428571,0.017881393432617188
1081,10,379,5,5,0.5,0,1,1,1,4,5.25,0.007867813110351562
1082,15,612,9,6,0.6,1,1,1,0,7,12.571428571428573,0.0152587890625
1083,10,335,5,5,0.5,1,1,0,0,4,16.25,0.0069141387939453125
1084,10,410,2,8,0.2,0,1,0,1,5,18.0,0.009059906005859375
1085,13,435,6,7,0.46153846153846156,1,1,1,1,5,13.0,0.011920928955078125
1086,14,549,9,5,0.6428571428571429,1,1,1,0,6,8.5,0.013113021850585938
1087,13,564,7,6,0.5384615384615384,0,1,1,0,6,6.0,0.014066696166992188
1088,13,561,8,5,0.6153846153846154,1,1,1,1,6,6.5,0.013113021850585938
1089,13,460,7,6,0.5384615384615384,1,1,1,0,5,8.0,0.012159347534179688
1090,11,422,7,4,0.6363636363636364,1,1,1,0,5,15.6,0.007867813110351562
1091,13,552,5,8,0.38461538461538464,1,1,0,1,7,21.142857142857142,0.013113021850585938
1092,10,397,7,3,0.7,1,0,1,0,5,20.599999999999998,0.007152557373046875
1093,15,647,6,9,0.4,1,1,0,1,7,7.571428571428572,0.016927719116210938
1094,11,490,7,4,0.6363636363636364,1,1,1,0,7,30.0,0.013828277587890625
1095,15,625,8,7,0.5333333333333333,1,1,1,0,7,10.714285714285714,0.012874603271484375
1096,10,436,2,8,0.2,0,1,0,1,5,12.8,0.009298324584960938
1097,10,436,6,4,0.6,1,1,1,1,5,12.8,0.007867813110351562
1098,12,599,9,3,0.75,1,0,1,0,7,14.428571428571429,0.010967254638671875
1099,15,658,5,10,0.3333333333333333,0,1,1,1,8,17.75,0.02002716064453125
1100,13,448,9,4,0.6923076923076923,1,1,1,0,5,10.4,0.010967254638671875
1101,13,424,5,8,0.38461538461538464,0,0,0,1,5,15.2,0.010967254638671875
1102,14,531,7,7,0.5,1,1,0,1,6,11.5,0.016927719116210938
1103,12,539,7,5,0.5833333333333334,1,0,1,1,7,23.0,0.012874603271484375
1104,12,355,3,9,0.25,0,1,0,1,4,11.25,0.010013580322265625
1105,10,305,7,3,0.7,1,1,1,0,4,23.75,0.0059604644775390625
1106,11,473,6,5,0.5454545454545454,1,0,1,1,5,5.4,0.009059906005859375
1107,12,519,5,7,0.4166666666666667,1,1,1,1,6,13.5,0.010967254638671875
1108,15,595,6,9,0.4,1,1,0,1,6,0.8333333333333334,0.01621246337890625
1109,11,480,5,6,0.45454545454545453,1,0,1,1,6,20.0,0.012159347534179688
1110,12,509,9,3,0.75,1,0,1,0,6,15.166666666666668,0.010967254638671875
1111,12,482,6,6,0.5,1,0,1,1,5,3.5999999999999996,0.010967254638671875
1112,13,655,6,7,0.46153846153846156,1,1,0,0,8,18.125,0.013828277587890625
1113,15,689,10,5,0.6666666666666666,1,1,1,0,8,13.875000000000002,0.0171661376953125
1114,15,607,6,9,0.4,1,1,0,1,7,13.285714285714286,0.01621246337890625
1115,10,409,7,3,0.7,0,0,1,1,5,18.2,0.0069141387939453125
1116,15,589,6,9,0.4,1,1,1,1,7,15.857142857142856,0.014781951904296875
1117,12,587,9,3,0.75,0,0,1,0,8,26.625,0.015020370483398438
1118,13,605,6,7,0.46153846153846156,1,1,0,1,7,13.571428571428571,0.014066696166992188
1119,12,632,6,6,0.5,0,1,1,1,9,29.777777777777775,0.014066696166992188
1120,13,431,4,9,0.3076923076923077,0,0,1,1,5,13.8,0.012159347534179688
1121,11,472,7,4,0.6363636363636364,1,0,1,0,5,5.6000000000000005,0.010013580322265625
1122,10,379,5,5,0.5,1,1,0,0,4,5.25,0.0069141387939453125
1123,12,526,6,6,0.5,1,1,1,1,6,12.333333333333334,0.011920928955078125
1124,10,443,7,3,0.7,1,0,1,0,5,11.4,0.010013580322265625
1125,13,568,7,6,0.5384615384615384,1,1,0,0,7,18.857142857142858,0.015020370483398438
1126,14,581,7,7,0.5,1,0,1,1,7,17.0,0.014066696166992188
1127,12,542,4,8,0.3333333333333333,1,1,0,1,7,22.57142857142857,0.015974044799804688
1128,11,534,3,8,0.2727272727272727,0,1,0,1,7,23.714285714285715,0.014066696166992188
1129,12,518,6,6,0.5,1,1,1,1,6,13.666666666666666,0.009059906005859375
1130,12,496,8,4,0.6666666666666666,0,0,1,1,6,17.333333333333336,0.010967254638671875
1131,14,620,6,8,0.42857142857142855,1,1,0,1,8,22.5,0.0209808349609375
1132,13,488,7,6,0.5384615384615384,1,1,1,0,6,18.666666666666668,0.010967254638671875
1133,15,655,10,5,0.6666666666666666,1,1,1,0,8,18.125,0.02002716064453125
1134,13,469,6,7,0.46153846153846156,1,1,1,1,5,6.2,0.012159347534179688
1135,15,513,4,11,0.26666666666666666,0,0,1,1,6,14.499999999999998,0.011920928955078125
1136,14,680,6,8,0.42857142857142855,0,1,1,1,10,32.0,0.0209808349609375
1137,15,521,6,9,0.4,1,1,0,1,6,13.166666666666666,0.014066696166992188
1138,14,530,8,6,0.5714285714285714,1,1,1,0,6,11.666666666666666,0.013113021850585938
1139,13,543,8,5,0.6153846153846154,1,1,1,0,6,9.5,0.014066696166992188
1140,14,588,6,8,0.42857142857142855,1,1,0,1,7,16.0,0.01621246337890625
1141,14,674,6,8,0.42857142857142855,1,1,1,1,9,25.11111111111111,0.016927719116210938
1142,11,401,6,5,0.5454545454545454,1,0,0,0,5,19.8,0.007867813110351562
1143,11,375,6,5,0.5454545454545454,1,1,0,0,4,6.25,0.008821487426757812
1144,10,362,6,4,0.6,0,0,1,1,4,9.5,0.008106231689453125
1145,12,548,10,2,0.8333333333333334,1,0,1,0,6,8.666666666666668,0.010967254638671875
1146,13,568,11,2,0.8461538461538461,1,0,1,0,6,5.333333333333334,0.010967254638671875
1147,10,323,5,5,0.5,1,1,0,1,4,19.25,0.007867813110351562
1148,14,485,7,7,0.5,1,0,0,1,6,19.166666666666668,0.010013580322265625
1149,11,462,5,6,0.45454545454545453,1,1,1,1,5,7.6,0.009059906005859375
1150,11,458,7,4,0.6363636363636364,1,1,1,0,5,8.4,0.010013580322265625
1151,15,585,10,5,0.6666666666666666,1,1,1,0,7,16.428571428571427,0.012874603271484375
1152,10,334,4,6,0.4,1,1,0,1,4,16.5,0.007867813110351562
1153,10,414,2,8,0.2,0,1,0,1,5,17.2,0.008106231689453125
1154,10,361,7,3,0.7,1,0,1,0,4,9.75,0.007867813110351562
1155,14,646,8,6,0.5714285714285714,1,1,0,0,7,7.7142857142857135,0.013828277587890625
1156,14,554,8,6,0.5714285714285714,1,1,1,0,6,7.666666666666666,0.014781951904296875
1157,15,653,10,5,0.6666666666666666,1,1,1,0,7,6.714285714285714,0.014066696166992188
1158,11,440,7,4,0.6363636363636364,1,1,1,0,5,12.0,0.010967254638671875
1159,12,522,4,8,0.3333333333333333,1,1,1,1,6,13.0,0.014781951904296875
1160,13,622,7,6,0.5384615384615384,1,1,0,0,7,11.142857142857142,0.013828277587890625
1161,15,612,9,6,0.6,1,0,1,1,7,12.571428571428573,0.02002716064453125
1162,10,395,3,7,0.3,0,1,0,1,5,21.0,0.0069141387939453125
1163,10,468,6,4,0.6,1,1,0,0,6,22.0,0.009059906005859375
1164,15,640,7,8,0.4666666666666667,1,1,0,1,8,20.0,0.019788742065429688
1165,15,759,10,5,0.6666666666666666,1,1,1,1,9,15.666666666666668,0.015974044799804688
1166,14,587,7,7,0.5,1,1,1,0,7,16.142857142857142,0.010967254638671875
1167,14,537,5,9,0.35714285714285715,1,1,0,1,6,10.5,0.010967254638671875
1168,14,541,9,5,0.6428571428571429,1,0,1,0,6,9.833333333333332,0.012874603271484375
1169,13,668,3,10,0.23076923076923078,1,1,0,1,9,25.77777777777778,0.015974044799804688
1170,14,464,8,6,0.5714285714285714,1,1,1,1,5,7.199999999999999,0.012159347534179688
1171,15,453,6,9,0.4,1,1,0,1,5,9.4,0.013113021850585938
