id,n_items,total_weight,opt_bins,waste_abs,waste_pct,n_items_is_prime,total_weight_is_prime,total_weight_is_pow2,prime_elem_count,pow2_elem_count
3732,19,759,8,41,5.125,1,0,0,2,0
3733,13,499,6,101,16.833333333333332,1,1,0,2,0
3734,13,483,5,17,3.4000000000000004,1,0,0,3,0
3735,16,719,8,81,10.125,0,1,0,4,0
3736,16,628,7,72,10.285714285714285,0,0,0,4,0
3737,11,544,7,156,22.285714285714285,1,0,0,5,0
3738,10,509,8,291,36.375,0,1,0,1,0
3739,13,608,7,92,13.142857142857142,1,0,0,5,0
3740,17,618,7,82,11.714285714285715,1,0,0,7,0
3741,17,695,8,105,13.125,1,0,0,8,1
3742,15,648,7,52,7.428571428571429,0,0,0,3,0
3743,12,545,7,155,22.142857142857142,0,0,0,4,0
3744,19,772,8,28,3.5000000000000004,1,0,0,7,0
3745,14,496,6,104,17.333333333333336,0,0,0,4,0
3746,18,718,8,82,10.25,0,0,0,4,0
3747,10,484,6,116,19.333333333333332,0,0,0,2,1
3748,10,260,3,40,13.333333333333334,0,0,0,1,1
3749,16,738,9,162,18.0,0,0,0,3,1
3750,11,494,6,106,17.666666666666668,1,0,0,1,0
3751,17,594,6,6,1.0,1,0,0,4,1
3752,12,589,8,211,26.375,0,0,0,4,0
3753,18,841,9,59,6.555555555555556,0,0,0,5,1
3754,19,687,7,13,1.8571428571428572,1,0,0,8,2
3755,19,603,7,97,13.857142857142858,1,0,0,3,1
3756,19,874,10,126,12.6,1,0,0,5,3
3757,16,684,8,116,14.499999999999998,0,0,0,3,0
3758,12,454,5,46,9.2,0,0,0,4,1
3759,11,420,5,80,16.0,1,0,0,1,1
3760,18,657,7,43,6.142857142857143,0,0,0,3,2
3761,17,636,7,64,9.142857142857142,1,0,0,8,0
3762,17,749,8,51,6.375,1,0,0,2,1
3763,12,535,7,165,23.57142857142857,0,0,0,2,0
3764,16,512,6,88,14.666666666666666,0,0,1,2,0
3765,17,662,9,238,26.444444444444443,1,0,0,2,1
3766,17,610,7,90,12.857142857142856,1,0,0,5,0
3767,17,550,6,50,8.333333333333332,1,0,0,4,0
3768,16,654,7,46,6.571428571428571,0,0,0,6,3
3769,11,398,4,2,0.5,1,0,0,4,2
3770,12,386,4,14,3.5000000000000004,0,0,0,4,0
3771,16,594,6,6,1.0,0,0,0,4,0
3772,16,688,8,112,14.000000000000002,0,0,0,6,0
3773,18,545,6,55,9.166666666666666,0,0,0,8,0
3774,11,500,6,100,16.666666666666664,1,0,0,4,0
3775,14,564,6,36,6.0,0,0,0,3,2
3776,17,734,8,66,8.25,1,0,0,4,0
3777,15,768,9,132,14.666666666666666,0,0,0,5,0
3778,12,489,6,111,18.5,0,0,0,3,0
3779,12,536,7,164,23.42857142857143,0,0,0,4,0
3780,15,536,6,64,10.666666666666668,0,0,0,3,0
3781,18,690,7,10,1.4285714285714286,0,0,0,4,0
3782,15,554,6,46,7.666666666666666,0,0,0,1,0
3783,11,389,4,11,2.75,1,1,0,3,0
3784,11,501,6,99,16.5,1,0,0,3,0
3785,12,449,5,51,10.2,0,1,0,5,1
3786,14,513,6,87,14.499999999999998,0,0,0,4,0
3787,14,491,5,9,1.7999999999999998,0,1,0,4,3
3788,13,592,8,208,26.0,1,0,0,4,0
3789,16,662,8,138,17.25,0,0,0,2,0
3790,16,512,6,88,14.666666666666666,0,0,1,2,0
3791,18,788,9,112,12.444444444444445,0,0,0,1,0
3792,19,774,8,26,3.25,1,0,0,3,1
3793,18,701,8,99,12.375,0,1,0,5,1
3794,16,644,7,56,8.0,0,0,0,1,0
3795,19,842,10,158,15.8,1,0,0,4,2
3796,14,539,6,61,10.166666666666666,0,0,0,4,0
3797,15,640,7,60,8.571428571428571,0,0,0,6,0
3798,14,561,6,39,6.5,0,0,0,3,0
3799,16,680,7,20,2.857142857142857,0,0,0,5,0
3800,13,502,6,98,16.333333333333332,1,0,0,3,1
3801,14,563,6,37,6.166666666666667,0,1,0,5,0
3802,11,486,6,114,19.0,1,0,0,4,1
3803,14,510,6,90,15.0,0,0,0,6,0
3804,14,460,5,40,8.0,0,0,0,5,2
3805,19,863,9,37,4.111111111111112,1,1,0,5,0
3806,17,798,9,102,11.333333333333332,1,0,0,3,1
3807,14,533,6,67,11.166666666666666,0,0,0,3,0
3808,16,617,7,83,11.857142857142858,0,1,0,3,1
3809,16,538,6,62,10.333333333333334,0,0,0,3,1
3810,10,435,5,65,13.0,0,0,0,1,0
3811,12,380,4,20,5.0,0,0,0,3,1
3812,18,804,9,96,10.666666666666668,0,0,0,4,1
3813,18,687,7,13,1.8571428571428572,0,0,0,3,1
3814,10,350,4,50,12.5,0,0,0,7,0
3815,15,531,6,69,11.5,0,0,0,5,0
3816,15,657,7,43,6.142857142857143,0,0,0,5,0
3817,15,451,5,49,9.8,0,0,0,7,0
3818,12,451,5,49,9.8,0,0,0,3,0
3819,14,567,6,33,5.5,0,0,0,6,0
3820,13,469,5,31,6.2,1,0,0,3,1
3821,12,481,5,19,3.8,0,0,0,3,1
3822,16,659,7,41,5.857142857142858,0,1,0,4,0
3823,10,438,5,62,12.4,0,0,0,2,2
3824,11,519,6,81,13.5,1,0,0,1,0
3825,17,710,8,90,11.25,1,0,0,2,1
3826,12,418,5,82,16.400000000000002,0,0,0,4,0
3827,13,589,8,211,26.375,1,0,0,3,1
3828,18,857,10,143,14.299999999999999,0,1,0,5,0
3829,12,525,6,75,12.5,0,0,0,2,0
3830,12,453,5,47,9.4,0,0,0,0,0
3831,14,598,7,102,14.571428571428571,0,0,0,3,1
3832,18,657,7,43,6.142857142857143,0,0,0,4,4
3833,15,658,7,42,6.0,0,0,0,5,0
3834,10,455,5,45,9.0,0,0,0,0,0
3835,13,559,6,41,6.833333333333333,1,0,0,5,1
3836,11,519,6,81,13.5,1,0,0,3,1
3837,13,567,7,133,19.0,1,0,0,2,0
3838,16,656,7,44,6.2857142857142865,0,0,0,2,0
3839,15,544,6,56,9.333333333333334,0,0,0,6,2
3840,13,582,7,118,16.857142857142858,1,0,0,4,1
3841,19,632,7,68,9.714285714285714,1,0,0,2,0
3842,10,312,4,88,22.0,0,0,0,5,1
3843,18,703,8,97,12.125,0,0,0,4,0
3844,18,790,9,110,12.222222222222221,0,0,0,6,0
3845,17,716,8,84,10.5,1,0,0,5,2
3846,18,693,8,107,13.375,0,0,0,3,5
3847,19,754,8,46,5.75,1,0,0,5,0
3848,11,316,4,84,21.0,1,0,0,2,1
3849,11,519,6,81,13.5,1,0,0,5,0
3850,12,421,5,79,15.8,0,1,0,4,1
3851,14,518,6,82,13.666666666666666,0,0,0,3,1
3852,19,725,8,75,9.375,1,0,0,6,2
3853,10,400,5,100,20.0,0,0,0,2,0
3854,10,434,5,66,13.200000000000001,0,0,0,1,1
3855,18,849,11,251,22.818181818181817,0,0,0,2,0
3856,13,528,6,72,12.0,1,0,0,3,0
3857,10,377,4,23,5.75,0,0,0,1,0
3858,12,432,5,68,13.600000000000001,0,0,0,3,0
3859,19,740,8,60,7.5,1,0,0,7,0
3860,13,556,6,44,7.333333333333333,1,0,0,3,0
3861,12,446,5,54,10.8,0,0,0,2,0
3862,12,483,6,117,19.5,0,0,0,2,0
3863,15,531,6,69,11.5,0,0,0,3,0
3864,11,334,4,66,16.5,1,0,0,2,2
3865,13,480,5,20,4.0,1,0,0,4,0
3866,14,537,6,63,10.5,0,0,0,5,1
3867,16,507,6,93,15.5,0,0,0,9,1
3868,17,732,8,68,8.5,1,0,0,7,0
3869,18,717,8,83,10.375,0,0,0,6,0
3870,18,598,6,2,0.33333333333333337,0,0,0,5,2
3871,13,642,8,158,19.75,1,0,0,3,0
3872,17,703,8,97,12.125,1,0,0,5,1
3873,10,478,6,122,20.333333333333332,0,0,0,4,0
3874,14,440,5,60,12.0,0,0,0,4,0
3875,12,603,8,197,24.625,0,0,0,2,0
3876,10,415,5,85,17.0,0,0,0,2,0
3877,19,667,7,33,4.714285714285714,1,0,0,5,0
3878,18,789,9,111,12.333333333333334,0,0,0,8,1
3879,17,614,7,86,12.285714285714286,1,0,0,8,0
3880,16,644,7,56,8.0,0,0,0,0,2
3881,16,717,9,183,20.333333333333332,0,0,0,3,1
3882,19,662,7,38,5.428571428571429,1,0,0,5,0
3883,14,584,7,116,16.57142857142857,0,0,0,3,0
3884,10,470,5,30,6.0,0,0,0,1,0
3885,10,377,4,23,5.75,0,0,0,1,0
3886,18,738,8,62,7.75,0,0,0,2,1
3887,19,905,10,95,9.5,1,0,0,6,0
3888,10,339,4,61,15.25,0,0,0,5,1
3889,19,825,9,75,8.333333333333332,1,0,0,3,2
3890,17,620,7,80,11.428571428571429,1,0,0,6,2
3891,15,603,7,97,13.857142857142858,0,0,0,8,0
3892,16,643,7,57,8.142857142857144,0,1,0,4,1
3893,11,448,5,52,10.4,1,0,0,1,0
3894,18,769,8,31,3.875,0,1,0,5,0
3895,10,445,6,155,25.833333333333336,0,0,0,2,1
3896,11,380,4,20,5.0,1,0,0,2,2
3897,17,674,7,26,3.7142857142857144,1,0,0,6,1
3898,14,542,6,58,9.666666666666666,0,0,0,3,3
3899,19,754,8,46,5.75,1,0,0,4,0
3900,16,836,11,264,24.0,0,0,0,4,1
3901,16,693,8,107,13.375,0,0,0,6,1
3902,13,484,5,16,3.2,1,0,0,5,3
3903,14,600,7,100,14.285714285714285,0,0,0,4,0
3904,14,575,6,25,4.166666666666666,0,0,0,5,0
3905,14,563,6,37,6.166666666666667,0,1,0,5,0
3906,19,890,10,110,11.0,1,0,0,5,0
3907,12,483,5,17,3.4000000000000004,0,0,0,3,0
3908,18,816,9,84,9.333333333333334,0,0,0,6,2
3909,15,519,6,81,13.5,0,0,0,4,0
3910,13,491,5,9,1.7999999999999998,1,1,0,3,1
3911,19,814,9,86,9.555555555555555,1,0,0,6,0
3912,11,358,4,42,10.5,1,0,0,0,0
3913,17,647,7,53,7.571428571428572,1,1,0,2,1
3914,18,919,11,181,16.454545454545453,0,1,0,3,0
3915,19,916,11,184,16.727272727272727,1,0,0,5,1
3916,11,430,5,70,14.000000000000002,1,0,0,3,0
3917,13,545,6,55,9.166666666666666,1,0,0,5,0
3918,10,519,7,181,25.857142857142858,0,0,0,1,0
3919,11,440,5,60,12.0,1,0,0,3,1
3920,12,529,6,71,11.833333333333334,0,0,0,0,0
3921,17,657,7,43,6.142857142857143,1,0,0,7,1
3922,14,640,7,60,8.571428571428571,0,0,0,5,0
3923,16,653,7,47,6.714285714285714,0,1,0,5,0
3924,13,512,6,88,14.666666666666666,1,0,1,8,0
3925,18,850,11,250,22.727272727272727,0,0,0,2,1
3926,12,411,5,89,17.8,0,0,0,3,1
3927,18,816,9,84,9.333333333333334,0,0,0,3,3
3928,14,558,6,42,7.000000000000001,0,0,0,4,0
3929,19,863,9,37,4.111111111111112,1,1,0,4,1
3930,13,456,5,44,8.799999999999999,1,0,0,3,0
3931,10,350,4,50,12.5,0,0,0,2,1
3932,18,740,8,60,7.5,0,0,0,1,0
3933,14,467,5,33,6.6000000000000005,0,1,0,3,0
3934,15,543,6,57,9.5,0,0,0,5,1
3935,11,427,5,73,14.6,1,0,0,1,1
3936,11,361,4,39,9.75,1,0,0,4,1
3937,18,736,8,64,8.0,0,0,0,4,0
3938,10,417,5,83,16.6,0,0,0,1,0
3939,10,379,4,21,5.25,0,1,0,2,0
3940,16,496,5,4,0.8,0,0,0,1,1
3941,12,540,6,60,10.0,0,0,0,4,2
3942,15,689,8,111,13.875000000000002,0,0,0,3,1
3943,10,419,5,81,16.2,0,1,0,0,1
3944,18,618,7,82,11.714285714285715,0,0,0,4,2
3945,17,706,8,94,11.75,1,0,0,5,0
3946,13,477,5,23,4.6,1,0,0,3,1
3947,10,380,4,20,5.0,0,0,0,3,1
3948,16,534,6,66,11.0,0,0,0,3,0
3949,12,410,5,90,18.0,0,0,0,4,4
3950,11,441,5,59,11.799999999999999,1,0,0,7,0
3951,14,493,5,7,1.4000000000000001,0,0,0,3,0
3952,12,514,6,86,14.333333333333334,0,0,0,3,0
3953,18,723,8,77,9.625,0,0,0,6,1
3954,17,714,8,86,10.75,1,0,0,1,0
3955,18,765,9,135,15.0,0,0,0,3,2
3956,13,462,5,38,7.6,1,0,0,0,2
3957,14,530,6,70,11.666666666666666,0,0,0,4,0
3958,11,422,5,78,15.6,1,0,0,1,1
3959,16,688,8,112,14.000000000000002,0,0,0,4,1
3960,17,687,7,13,1.8571428571428572,1,0,0,4,4
3961,16,651,7,49,7.000000000000001,0,0,0,2,0
3962,19,615,7,85,12.142857142857142,1,0,0,6,1
3963,15,531,6,69,11.5,0,0,0,7,1
3964,10,324,4,76,19.0,0,0,0,1,1
3965,19,645,7,55,7.857142857142857,1,0,0,7,1
3966,12,486,5,14,2.8000000000000003,0,0,0,3,0
3967,16,643,8,157,19.625,0,1,0,3,0
3968,16,598,7,102,14.571428571428571,0,0,0,6,0
3969,16,537,6,63,10.5,0,0,0,4,0
3970,14,578,6,22,3.6666666666666665,0,0,0,4,0
3971,14,567,6,33,5.5,0,0,0,3,0
3972,12,483,5,17,3.4000000000000004,0,0,0,6,0
3973,12,453,5,47,9.4,0,0,0,3,0
3974,17,670,7,30,4.285714285714286,1,0,0,3,1
3975,13,562,6,38,6.333333333333334,1,0,0,3,1
3976,18,724,8,76,9.5,0,0,0,6,2
3977,17,735,8,65,8.125,1,0,0,4,1
3978,11,455,5,45,9.0,1,0,0,2,1
3979,10,436,5,64,12.8,0,0,0,1,1
3980,13,498,6,102,17.0,1,0,0,2,0
3981,14,708,9,192,21.333333333333336,0,0,0,0,0
3982,15,502,6,98,16.333333333333332,0,0,0,6,1
3983,12,471,5,29,5.800000000000001,0,0,0,1,2
3984,15,589,6,11,1.8333333333333333,0,0,0,6,1
3985,17,619,7,81,11.571428571428571,1,1,0,0,1
3986,11,450,5,50,10.0,1,0,0,4,0
3987,14,556,6,44,7.333333333333333,0,0,0,1,0
3988,17,651,7,49,7.000000000000001,1,0,0,5,1
3989,12,493,6,107,17.833333333333336,0,0,0,3,1
3990,16,543,6,57,9.5,0,0,0,3,1
3991,12,466,5,34,6.800000000000001,0,0,0,2,1
3992,15,522,6,78,13.0,0,0,0,3,0
3993,15,682,9,218,24.22222222222222,0,0,0,3,0
3994,19,815,9,85,9.444444444444445,1,0,0,5,0
3995,12,503,6,97,16.166666666666664,0,1,0,1,1
3996,18,628,7,72,10.285714285714285,0,0,0,4,1
3997,17,718,8,82,10.25,1,0,0,5,1
3998,12,266,3,34,11.333333333333332,0,0,0,1,2
3999,19,785,8,15,1.875,1,0,0,4,3
4000,12,532,7,168,24.0,0,0,0,3,0
4001,16,618,7,82,11.714285714285715,0,0,0,4,1
4002,11,436,5,64,12.8,1,0,0,4,0
4003,18,786,9,114,12.666666666666668,0,0,0,3,1
4004,18,712,8,88,11.0,0,0,0,8,1
4005,11,379,4,21,5.25,1,1,0,2,2
4006,14,490,5,10,2.0,0,0,0,3,2
4007,12,494,6,106,17.666666666666668,0,0,0,2,0
4008,11,458,5,42,8.4,1,0,0,3,1
4009,11,486,6,114,19.0,1,0,0,2,0
4010,10,483,7,217,31.0,0,0,0,1,0
4011,12,522,7,178,25.428571428571427,0,0,0,2,1
4012,17,544,6,56,9.333333333333334,1,0,0,7,1
4013,11,513,6,87,14.499999999999998,1,0,0,1,0
4014,14,490,5,10,2.0,0,0,0,4,1
4015,18,709,8,91,11.375,0,1,0,4,1
4016,14,663,8,137,17.125,0,0,0,7,1
4017,10,407,5,93,18.6,0,0,0,2,0
4018,12,543,6,57,9.5,0,0,0,2,2
4019,12,505,6,95,15.833333333333332,0,0,0,4,1
4020,13,495,6,105,17.5,1,0,0,5,1
4021,11,460,5,40,8.0,1,0,0,3,0
4022,15,611,7,89,12.714285714285714,0,0,0,5,1
4023,13,581,7,119,17.0,1,0,0,1,1
4024,14,509,6,91,15.166666666666668,0,1,0,3,2
4025,16,575,6,25,4.166666666666666,0,0,0,3,0
4026,15,526,6,74,12.333333333333334,0,0,0,3,0
4027,13,425,5,75,15.0,1,0,0,3,2
4028,15,723,10,277,27.700000000000003,0,0,0,5,1
4029,18,756,8,44,5.5,0,0,0,5,1
4030,14,555,6,45,7.5,0,0,0,5,0
4031,17,560,6,40,6.666666666666667,1,0,0,2,1
4032,10,354,4,46,11.5,0,0,0,3,2
4033,12,431,5,69,13.8,0,1,0,2,0
4034,13,439,5,61,12.2,1,1,0,1,0
4035,10,337,4,63,15.75,0,1,0,3,4
4036,17,638,7,62,8.857142857142856,1,0,0,3,0
4037,16,547,6,53,8.833333333333334,0,1,0,5,0
4038,18,672,7,28,4.0,0,0,0,3,0
4039,10,436,5,64,12.8,0,0,0,4,1
4040,13,474,5,26,5.2,1,0,0,2,0
4041,18,826,10,174,17.4,0,0,0,3,1
4042,17,622,7,78,11.142857142857142,1,0,0,3,0
4043,18,696,8,104,13.0,0,0,0,2,0
4044,12,480,5,20,4.0,0,0,0,5,1
4045,18,643,7,57,8.142857142857144,0,1,0,5,0
4046,19,830,10,170,17.0,1,0,0,5,0
4047,14,546,6,54,9.0,0,0,0,3,1
4048,19,856,10,144,14.399999999999999,1,0,0,3,0
4049,14,517,6,83,13.833333333333334,0,0,0,3,0
4050,19,769,8,31,3.875,1,1,0,2,1
4051,13,507,6,93,15.5,1,0,0,5,1
4052,18,669,7,31,4.428571428571428,0,0,0,2,0
4053,12,450,5,50,10.0,0,0,0,1,1
4054,19,845,9,55,6.111111111111111,1,0,0,5,0
4055,14,489,5,11,2.1999999999999997,0,0,0,3,0
4056,13,566,6,34,5.666666666666666,1,0,0,3,2
4057,13,588,7,112,16.0,1,0,0,3,1
4058,18,676,7,24,3.428571428571429,0,0,0,6,2
4059,11,459,5,41,8.200000000000001,1,0,0,4,1
4060,13,544,6,56,9.333333333333334,1,0,0,2,0
4061,12,462,5,38,7.6,0,0,0,3,0
4062,11,405,5,95,19.0,1,0,0,4,1
4063,15,469,5,31,6.2,0,0,0,2,1
4064,11,449,5,51,10.2,1,1,0,3,0
4065,16,712,8,88,11.0,0,0,0,1,1
4066,11,413,5,87,17.4,1,0,0,1,2
4067,12,474,5,26,5.2,0,0,0,2,1
4068,19,620,7,80,11.428571428571429,1,0,0,8,2
4069,17,530,6,70,11.666666666666666,1,0,0,5,0
4070,14,646,7,54,7.7142857142857135,0,0,0,3,0
4071,13,639,7,61,8.714285714285715,1,0,0,6,0
4072,18,802,9,98,10.888888888888888,0,0,0,3,1
4073,15,654,7,46,6.571428571428571,0,0,0,5,0
4074,11,419,5,81,16.2,1,1,0,6,0
4075,13,643,8,157,19.625,1,1,0,7,0
4076,16,624,7,76,10.857142857142858,0,0,0,3,1
4077,15,632,7,68,9.714285714285714,0,0,0,7,1
4078,19,754,8,46,5.75,1,0,0,5,0
4079,12,571,6,29,4.833333333333333,0,1,0,2,1
4080,13,422,5,78,15.6,1,0,0,2,1
4081,17,682,7,18,2.571428571428571,1,0,0,5,1
4082,11,444,5,56,11.200000000000001,1,0,0,1,2
4083,15,598,7,102,14.571428571428571,0,0,0,5,0
4084,19,760,8,40,5.0,1,0,0,5,0
4085,13,572,7,128,18.285714285714285,1,0,0,2,1
4086,12,449,5,51,10.2,0,1,0,1,0
4087,14,583,7,117,16.714285714285715,0,0,0,6,0
4088,15,532,6,68,11.333333333333332,0,0,0,3,0
4089,19,734,8,66,8.25,1,0,0,8,1
4090,13,563,6,37,6.166666666666667,1,1,0,4,1
4091,10,419,5,81,16.2,0,1,0,0,0
4092,17,689,7,11,1.5714285714285716,1,0,0,7,0
4093,17,561,6,39,6.5,1,0,0,5,0
4094,12,464,5,36,7.199999999999999,0,0,0,3,1
4095,10,351,4,49,12.25,0,0,0,2,1
4096,19,679,7,21,3.0,1,0,0,3,1
4097,10,478,5,22,4.3999999999999995,0,0,0,2,0
4098,16,660,7,40,5.714285714285714,0,0,0,4,0
4099,18,752,8,48,6.0,0,0,0,5,2
4100,16,556,6,44,7.333333333333333,0,0,0,3,1
4101,16,624,7,76,10.857142857142858,0,0,0,5,0
4102,10,380,4,20,5.0,0,0,0,1,1
4103,12,463,5,37,7.3999999999999995,0,1,0,3,1
4104,16,557,6,43,7.166666666666667,0,1,0,2,0
4105,18,878,10,122,12.2,0,0,0,5,1
4106,15,589,6,11,1.8333333333333333,0,0,0,5,0
4107,14,558,6,42,7.000000000000001,0,0,0,1,3
4108,14,531,6,69,11.5,0,0,0,4,0
4109,11,565,7,135,19.28571428571429,1,0,0,1,2
4110,18,688,7,12,1.7142857142857144,0,0,0,7,1
4111,14,619,8,181,22.625,0,1,0,3,1
4112,12,464,5,36,7.199999999999999,0,0,0,2,1
4113,12,588,8,212,26.5,0,0,0,4,1
4114,19,629,7,71,10.142857142857142,1,0,0,4,1
4115,11,492,6,108,18.0,1,0,0,2,2
4116,17,615,7,85,12.142857142857142,1,0,0,5,3
4117,15,632,7,68,9.714285714285714,0,0,0,3,0
4118,13,498,6,102,17.0,1,0,0,3,1
4119,19,750,8,50,6.25,1,0,0,4,0
4120,11,461,5,39,7.8,1,1,0,3,2
4121,15,566,6,34,5.666666666666666,0,0,0,5,0
4122,11,351,4,49,12.25,1,0,0,1,0
4123,17,743,8,57,7.124999999999999,1,1,0,5,0
4124,16,655,7,45,6.428571428571428,0,0,0,5,1
4125,10,398,4,2,0.5,0,0,0,3,0
4126,10,348,4,52,13.0,0,0,0,2,1
4127,15,594,7,106,15.142857142857144,0,0,0,6,0
4128,19,793,9,107,11.88888888888889,1,0,0,3,2
4129,16,558,6,42,7.000000000000001,0,0,0,8,1
4130,14,554,6,46,7.666666666666666,0,0,0,5,0
4131,14,459,5,41,8.200000000000001,0,0,0,6,0
4132,11,463,5,37,7.3999999999999995,1,1,0,7,0
4133,18,743,8,57,7.124999999999999,0,1,0,4,1
4134,10,395,5,105,21.0,0,0,0,5,0
4135,14,519,6,81,13.5,0,0,0,3,0
4136,19,702,8,98,12.25,1,0,0,5,0
4137,11,473,5,27,5.4,1,0,0,1,1
4138,18,708,8,92,11.5,0,0,0,5,1
4139,17,615,7,85,12.142857142857142,1,0,0,2,1
4140,18,751,8,49,6.125,0,1,0,2,2
4141,12,308,4,92,23.0,0,0,0,6,1
4142,11,415,5,85,17.0,1,0,0,6,0
4143,16,627,7,73,10.428571428571429,0,0,0,3,0
4144,16,613,7,87,12.428571428571429,0,1,0,2,0
4145,10,386,4,14,3.5000000000000004,0,0,0,4,0
4146,17,687,8,113,14.124999999999998,1,0,0,4,2
4147,12,409,5,91,18.2,0,1,0,7,0
4148,13,552,7,148,21.142857142857142,1,0,0,2,0
4149,19,568,6,32,5.333333333333334,1,0,0,8,1
4150,12,476,5,24,4.8,0,0,0,4,0
4151,17,645,7,55,7.857142857142857,1,0,0,4,1
4152,16,693,8,107,13.375,0,0,0,5,0
4153,16,641,7,59,8.428571428571429,0,1,0,1,0
4154,14,506,6,94,15.666666666666668,0,0,0,5,0
4155,12,397,4,3,0.75,0,1,0,3,0
4156,18,829,9,71,7.888888888888888,0,1,0,4,0
4157,12,610,8,190,23.75,0,0,0,4,1
4158,17,575,6,25,4.166666666666666,1,0,0,5,1
4159,11,379,4,21,5.25,1,1,0,2,1
4160,10,403,5,97,19.400000000000002,0,0,0,2,0
4161,19,692,8,108,13.5,1,0,0,8,0
4162,11,481,6,119,19.833333333333332,1,0,0,5,3
4163,14,573,6,27,4.5,0,0,0,4,0
4164,16,582,6,18,3.0,0,0,0,3,1
4165,19,714,8,86,10.75,1,0,0,9,0
4166,14,537,6,63,10.5,0,0,0,6,1
4167,16,568,6,32,5.333333333333334,0,0,0,7,1
4168,19,873,9,27,3.0,1,0,0,7,0
4169,12,472,6,128,21.333333333333336,0,0,0,3,0
4170,10,515,7,185,26.42857142857143,0,0,0,3,0
4171,18,801,9,99,11.0,0,0,0,4,1
4172,19,677,7,23,3.2857142857142856,1,1,0,5,1
4173,14,619,7,81,11.571428571428571,0,1,0,2,0
4174,19,719,8,81,10.125,1,1,0,5,0
4175,11,461,5,39,7.8,1,1,0,7,1
4176,19,659,7,41,5.857142857142858,1,1,0,1,2
4177,17,529,6,71,11.833333333333334,1,0,0,4,2
4178,10,381,4,19,4.75,0,0,0,0,0
4179,18,603,7,97,13.857142857142858,0,0,0,7,0
4180,10,448,6,152,25.333333333333336,0,0,0,4,0
4181,14,613,7,87,12.428571428571429,0,1,0,5,0
4182,17,639,7,61,8.714285714285715,1,0,0,4,2
4183,15,671,8,129,16.125,0,0,0,2,2
4184,17,593,6,7,1.1666666666666667,1,1,0,5,2
4185,11,498,6,102,17.0,1,0,0,4,0
4186,19,683,7,17,2.4285714285714284,1,1,0,5,1
4187,11,503,6,97,16.166666666666664,1,1,0,1,1
4188,14,473,5,27,5.4,0,0,0,2,2
4189,15,572,6,28,4.666666666666667,0,0,0,1,0
4190,14,500,6,100,16.666666666666664,0,0,0,2,0
4191,16,577,6,23,3.833333333333333,0,1,0,3,1
4192,15,674,7,26,3.7142857142857144,0,0,0,4,0
4193,17,751,9,149,16.555555555555557,1,1,0,3,0
4194,13,534,6,66,11.0,1,0,0,3,0
4195,18,704,8,96,12.0,0,0,0,3,0
4196,12,434,5,66,13.200000000000001,0,0,0,5,1
4197,10,405,5,95,19.0,0,0,0,1,0
4198,16,645,7,55,7.857142857142857,0,0,0,5,0
4199,14,604,7,96,13.714285714285715,0,0,0,2,0
4200,14,563,6,37,6.166666666666667,0,1,0,1,2
4201,16,537,6,63,10.5,0,0,0,5,2
4202,12,433,5,67,13.4,0,1,0,7,2
4203,18,700,8,100,12.5,0,0,0,5,2
4204,15,564,6,36,6.0,0,0,0,6,1
4205,14,653,8,147,18.375,0,1,0,3,1
4206,11,455,5,45,9.0,1,0,0,3,0
4207,15,550,6,50,8.333333333333332,0,0,0,8,0
4208,14,540,6,60,10.0,0,0,0,1,1
4209,15,636,7,64,9.142857142857142,0,0,0,2,1
4210,15,490,5,10,2.0,0,0,0,3,1
4211,11,397,5,103,20.599999999999998,1,1,0,2,0
4212,11,460,5,40,8.0,1,0,0,1,0
4213,11,388,4,12,3.0,1,0,0,3,0
4214,16,699,8,101,12.625,0,0,0,5,0
4215,16,718,8,82,10.25,0,0,0,5,0
4216,18,587,6,13,2.166666666666667,0,1,0,2,1
4217,14,588,7,112,16.0,0,0,0,4,1
4218,18,575,6,25,4.166666666666666,0,0,0,7,2
4219,16,640,7,60,8.571428571428571,0,0,0,3,3
4220,17,677,7,23,3.2857142857142856,1,1,0,0,0
4221,12,561,7,139,19.857142857142858,0,0,0,4,0
4222,11,546,7,154,22.0,1,0,0,3,2
4223,14,519,6,81,13.5,0,0,0,2,0
4224,10,332,4,68,17.0,0,0,0,1,0
4225,16,482,5,18,3.5999999999999996,0,0,0,5,0
4226,12,381,4,19,4.75,0,0,0,3,1
4227,13,429,5,71,14.2,1,0,0,5,0
4228,17,626,7,74,10.571428571428571,1,0,0,6,0
4229,18,739,8,61,7.625,0,1,0,4,3
4230,17,706,8,94,11.75,1,0,0,6,1
4231,14,569,6,31,5.166666666666667,0,1,0,2,2
4232,13,597,7,103,14.714285714285714,1,0,0,4,2
4233,13,478,5,22,4.3999999999999995,1,0,0,3,0
4234,18,526,6,74,12.333333333333334,0,0,0,6,0
4235,12,554,7,146,20.857142857142858,0,0,0,3,0
4236,11,471,6,129,21.5,1,0,0,4,0
4237,19,780,8,20,2.5,1,0,0,7,0
4238,18,865,10,135,13.5,0,0,0,4,1
4239,13,549,6,51,8.5,1,0,0,5,0
4240,16,660,7,40,5.714285714285714,0,0,0,4,3
4241,15,643,7,57,8.142857142857144,0,1,0,4,0
4242,15,520,6,80,13.333333333333334,0,0,0,1,2
4243,12,477,6,123,20.5,0,0,0,2,3
4244,12,504,6,96,16.0,0,0,0,0,0
