id,n_items,total_weight,opt_bins,waste_abs,waste_pct,n_items_is_prime,total_weight_is_prime,total_weight_is_pow2,prime_elem_count,pow2_elem_count
1948,17,679,7,21,3.0,1,0,0,3,5
1949,12,439,5,61,12.2,0,1,0,4,0
1950,16,710,8,90,11.25,0,0,0,3,0
1951,10,426,5,74,14.799999999999999,0,0,0,2,0
1952,10,500,7,200,28.57142857142857,0,0,0,3,0
1953,19,704,8,96,12.0,1,0,0,7,1
1954,13,474,5,26,5.2,1,0,0,1,1
1955,11,420,5,80,16.0,1,0,0,4,0
1956,12,542,6,58,9.666666666666666,0,0,0,3,2
1957,15,553,6,47,7.833333333333334,0,0,0,4,1
1958,18,615,7,85,12.142857142857142,0,0,0,6,1
1959,13,471,5,29,5.800000000000001,1,0,0,0,2
1960,13,413,5,87,17.4,1,0,0,5,0
1961,12,528,6,72,12.0,0,0,0,2,0
1962,19,719,8,81,10.125,1,1,0,6,1
1963,18,817,9,83,9.222222222222221,0,0,0,6,1
1964,17,661,7,39,5.571428571428571,1,1,0,3,0
1965,14,385,4,15,3.75,0,0,0,1,1
1966,14,627,7,73,10.428571428571429,0,0,0,4,1
1967,16,698,8,102,12.75,0,0,0,6,1
1968,18,671,7,29,4.142857142857142,0,0,0,5,0
1969,15,701,8,99,12.375,0,1,0,6,1
1970,10,372,4,28,7.000000000000001,0,0,0,3,0
1971,17,869,12,331,27.583333333333332,1,0,0,6,1
1972,18,658,7,42,6.0,0,0,0,1,1
1973,14,534,6,66,11.0,0,0,0,3,0
1974,15,688,9,212,23.555555555555554,0,0,0,2,2
1975,18,737,8,63,7.875,0,0,0,8,0
1976,17,669,7,31,4.428571428571428,1,0,0,4,1
1977,18,832,9,68,7.555555555555555,0,0,0,7,0
1978,13,485,5,15,3.0,1,0,0,2,1
1979,13,370,4,30,7.5,1,0,0,8,1
1980,10,403,5,97,19.400000000000002,0,0,0,5,0
1981,15,673,8,127,15.875,0,1,0,2,2
1982,13,597,7,103,14.714285714285714,1,0,0,5,1
1983,17,655,7,45,6.428571428571428,1,0,0,5,2
1984,10,451,6,149,24.833333333333332,0,0,0,1,0
1985,16,550,6,50,8.333333333333332,0,0,0,4,0
1986,13,554,6,46,7.666666666666666,1,0,0,2,1
1987,19,732,8,68,8.5,1,0,0,6,1
1988,16,675,7,25,3.571428571428571,0,0,0,5,1
1989,10,343,4,57,14.249999999999998,0,0,0,4,0
1990,18,680,7,20,2.857142857142857,0,0,0,8,0
1991,11,453,5,47,9.4,1,0,0,3,0
1992,11,563,7,137,19.57142857142857,1,1,0,2,0
1993,10,451,6,149,24.833333333333332,0,0,0,2,1
1994,10,486,6,114,19.0,0,0,0,4,0
1995,16,712,8,88,11.0,0,0,0,7,0
1996,16,578,6,22,3.6666666666666665,0,0,0,3,0
1997,17,688,8,112,14.000000000000002,1,0,0,5,2
1998,17,741,8,59,7.375,1,0,0,5,1
1999,12,500,6,100,16.666666666666664,0,0,0,2,0
2000,14,607,7,93,13.285714285714286,0,1,0,2,1
2001,15,571,6,29,4.833333333333333,0,1,0,2,1
2002,17,678,7,22,3.1428571428571432,1,0,0,1,3
2003,16,594,7,106,15.142857142857144,0,0,0,3,2
2004,16,699,8,101,12.625,0,0,0,2,2
2005,10,423,5,77,15.4,0,0,0,1,0
2006,19,672,7,28,4.0,1,0,0,8,1
2007,10,363,4,37,9.25,0,0,0,6,0
2008,19,825,10,175,17.5,1,0,0,0,3
2009,17,750,8,50,6.25,1,0,0,7,1
2010,17,515,6,85,14.166666666666666,1,0,0,1,2
2011,19,688,7,12,1.7142857142857144,1,0,0,7,1
2012,11,407,5,93,18.6,1,0,0,3,1
2013,19,791,9,109,12.11111111111111,1,0,0,7,0
2014,15,611,7,89,12.714285714285714,0,0,0,2,1
2015,12,420,5,80,16.0,0,0,0,3,0
2016,18,789,9,111,12.333333333333334,0,0,0,5,1
2017,18,649,7,51,7.285714285714286,0,0,0,6,1
2018,10,354,4,46,11.5,0,0,0,3,1
2019,11,550,6,50,8.333333333333332,1,0,0,2,0
2020,13,561,7,139,19.857142857142858,1,0,0,3,0
2021,16,583,6,17,2.833333333333333,0,0,0,4,1
2022,13,455,5,45,9.0,1,0,0,3,1
2023,17,575,6,25,4.166666666666666,1,0,0,5,2
2024,13,547,7,153,21.857142857142858,1,1,0,5,0
2025,10,325,4,75,18.75,0,0,0,3,1
2026,15,517,6,83,13.833333333333334,0,0,0,7,0
2027,12,415,5,85,17.0,0,0,0,3,0
2028,10,399,5,101,20.200000000000003,0,0,0,5,0
2029,13,458,5,42,8.4,1,0,0,2,1
2030,14,523,6,77,12.833333333333332,0,1,0,2,1
2031,14,551,6,49,8.166666666666666,0,0,0,4,1
2032,11,478,6,122,20.333333333333332,1,0,0,3,1
2033,11,545,7,155,22.142857142857142,1,0,0,4,2
2034,18,667,7,33,4.714285714285714,0,0,0,3,2
2035,12,406,5,94,18.8,0,0,0,1,0
2036,18,821,9,79,8.777777777777777,0,1,0,6,0
2037,12,484,5,16,3.2,0,0,0,4,2
2038,16,582,6,18,3.0,0,0,0,4,2
2039,17,640,7,60,8.571428571428571,1,0,0,5,1
2040,12,554,6,46,7.666666666666666,0,0,0,3,0
2041,17,668,7,32,4.571428571428571,1,0,0,4,1
2042,10,402,5,98,19.6,0,0,0,1,1
2043,10,376,4,24,6.0,0,0,0,1,2
2044,16,665,8,135,16.875,0,0,0,3,1
2045,13,533,6,67,11.166666666666666,1,0,0,3,0
2046,11,334,4,66,16.5,1,0,0,4,2
2047,13,494,5,6,1.2,1,0,0,5,1
2048,13,458,5,42,8.4,1,0,0,6,2
2049,15,632,7,68,9.714285714285714,0,0,0,3,0
2050,13,498,6,102,17.0,1,0,0,5,0
2051,10,369,4,31,7.75,0,0,0,4,0
2052,16,641,8,159,19.875,0,1,0,5,1
2053,16,579,6,21,3.5000000000000004,0,0,0,3,0
2054,10,478,6,122,20.333333333333332,0,0,0,6,0
2055,11,557,7,143,20.42857142857143,1,1,0,1,0
2056,16,580,6,20,3.3333333333333335,0,0,0,4,1
2057,10,397,5,103,20.599999999999998,0,1,0,2,1
2058,18,915,13,385,29.615384615384617,0,0,0,6,0
2059,13,510,6,90,15.0,1,0,0,4,0
2060,15,540,6,60,10.0,0,0,0,5,1
2061,18,672,7,28,4.0,0,0,0,3,0
2062,17,528,6,72,12.0,1,0,0,5,1
2063,19,939,11,161,14.636363636363637,1,0,0,5,3
2064,12,520,6,80,13.333333333333334,0,0,0,4,2
2065,14,599,7,101,14.428571428571429,0,1,0,2,0
2066,16,558,6,42,7.000000000000001,0,0,0,1,2
2067,17,807,9,93,10.333333333333334,1,0,0,1,0
2068,14,591,7,109,15.571428571428573,0,0,0,3,0
2069,11,395,4,5,1.25,1,0,0,2,1
2070,11,470,5,30,6.0,1,0,0,1,0
2071,15,523,6,77,12.833333333333332,0,1,0,4,0
2072,15,542,6,58,9.666666666666666,0,0,0,4,1
2073,19,770,8,30,3.75,1,0,0,6,2
2074,12,413,5,87,17.4,0,0,0,2,0
2075,14,536,6,64,10.666666666666668,0,0,0,2,1
2076,14,550,6,50,8.333333333333332,0,0,0,3,0
2077,14,455,5,45,9.0,0,0,0,4,0
2078,11,432,5,68,13.600000000000001,1,0,0,1,1
2079,18,667,7,33,4.714285714285714,0,0,0,3,0
2080,15,656,7,44,6.2857142857142865,0,0,0,8,1
2081,13,536,6,64,10.666666666666668,1,0,0,5,0
2082,15,562,6,38,6.333333333333334,0,0,0,4,0
2083,14,611,7,89,12.714285714285714,0,0,0,2,1
2084,10,464,6,136,22.666666666666664,0,0,0,5,0
2085,16,648,7,52,7.428571428571429,0,0,0,5,0
2086,11,526,7,174,24.857142857142858,1,0,0,1,1
2087,13,556,6,44,7.333333333333333,1,0,0,6,0
2088,16,614,7,86,12.285714285714286,0,0,0,5,1
2089,12,428,5,72,14.399999999999999,0,0,0,2,0
2090,18,793,9,107,11.88888888888889,0,0,0,5,1
2091,10,376,4,24,6.0,0,0,0,2,0
2092,17,605,7,95,13.571428571428571,1,0,0,3,1
2093,17,533,6,67,11.166666666666666,1,0,0,6,0
2094,12,600,8,200,25.0,0,0,0,1,0
2095,14,665,8,135,16.875,0,0,0,1,1
2096,16,660,8,140,17.5,0,0,0,3,3
2097,13,473,5,27,5.4,1,0,0,4,0
2098,14,507,6,93,15.5,0,0,0,7,1
2099,11,314,4,86,21.5,1,0,0,4,1
2100,19,829,9,71,7.888888888888888,1,1,0,8,0
2101,17,648,7,52,7.428571428571429,1,0,0,6,0
2102,12,584,7,116,16.57142857142857,0,0,0,3,0
2103,12,482,5,18,3.5999999999999996,0,0,0,3,0
2104,13,455,5,45,9.0,1,0,0,0,1
2105,18,709,8,91,11.375,0,1,0,3,0
2106,13,598,7,102,14.571428571428571,1,0,0,2,0
2107,14,550,6,50,8.333333333333332,0,0,0,1,0
2108,11,522,6,78,13.0,1,0,0,3,0
2109,17,647,7,53,7.571428571428572,1,1,0,3,0
2110,12,504,6,96,16.0,0,0,0,6,0
2111,11,451,5,49,9.8,1,0,0,2,2
2112,16,675,7,25,3.571428571428571,0,0,0,5,0
2113,19,713,8,87,10.875,1,0,0,7,3
2114,16,697,8,103,12.875,0,0,0,5,0
2115,12,468,5,32,6.4,0,0,0,2,0
2116,13,490,5,10,2.0,1,0,0,4,0
2117,19,817,9,83,9.222222222222221,1,0,0,4,1
2118,12,503,6,97,16.166666666666664,0,1,0,4,0
2119,18,692,8,108,13.5,0,0,0,4,1
2120,11,421,5,79,15.8,1,1,0,7,0
2121,16,649,7,51,7.285714285714286,0,0,0,5,2
2122,13,567,6,33,5.5,1,0,0,3,1
2123,18,794,10,206,20.599999999999998,0,0,0,4,0
2124,17,789,10,211,21.099999999999998,1,0,0,1,0
2125,13,491,5,9,1.7999999999999998,1,1,0,5,1
2126,13,444,5,56,11.200000000000001,1,0,0,7,1
2127,17,673,7,27,3.8571428571428568,1,1,0,4,3
2128,13,557,6,43,7.166666666666667,1,1,0,2,2
2129,13,469,5,31,6.2,1,0,0,3,0
2130,13,518,6,82,13.666666666666666,1,0,0,2,1
2131,15,633,7,67,9.571428571428571,0,0,0,4,0
2132,15,543,6,57,9.5,0,0,0,2,0
2133,16,519,6,81,13.5,0,0,0,6,0
2134,10,425,5,75,15.0,0,0,0,1,0
2135,19,734,8,66,8.25,1,0,0,5,2
2136,18,752,8,48,6.0,0,0,0,4,1
2137,19,771,8,29,3.6249999999999996,1,0,0,4,2
2138,15,618,7,82,11.714285714285715,0,0,0,5,1
2139,19,606,7,94,13.428571428571429,1,0,0,7,2
2140,10,354,4,46,11.5,0,0,0,3,1
2141,15,698,8,102,12.75,0,0,0,7,0
2142,15,617,7,83,11.857142857142858,0,1,0,2,2
2143,14,657,7,43,6.142857142857143,0,0,0,4,1
2144,10,363,4,37,9.25,0,0,0,6,0
2145,19,740,8,60,7.5,1,0,0,4,0
2146,18,785,8,15,1.875,0,0,0,6,1
2147,13,474,5,26,5.2,1,0,0,2,1
2148,19,740,8,60,7.5,1,0,0,4,1
2149,16,698,8,102,12.75,0,0,0,3,0
2150,19,829,9,71,7.888888888888888,1,1,0,5,2
2151,14,623,7,77,11.0,0,0,0,3,1
2152,16,608,7,92,13.142857142857142,0,0,0,5,1
2153,11,414,5,86,17.2,1,0,0,4,0
2154,16,711,8,89,11.125,0,0,0,4,1
2155,16,475,5,25,5.0,0,0,0,4,0
2156,16,647,7,53,7.571428571428572,0,1,0,3,1
2157,19,784,8,16,2.0,1,0,0,1,1
2158,10,450,5,50,10.0,0,0,0,1,1
2159,18,604,7,96,13.714285714285715,0,0,0,7,1
2160,10,274,3,26,8.666666666666668,0,0,0,2,0
2161,17,623,7,77,11.0,1,0,0,5,0
2162,11,477,6,123,20.5,1,0,0,6,0
2163,15,540,6,60,10.0,0,0,0,4,0
2164,11,431,5,69,13.8,1,1,0,1,0
2165,11,447,5,53,10.6,1,0,0,1,0
2166,13,417,5,83,16.6,1,0,0,4,0
2167,15,616,7,84,12.0,0,0,0,3,0
2168,13,493,6,107,17.833333333333336,1,0,0,3,0
2169,16,563,6,37,6.166666666666667,0,1,0,6,1
2170,18,649,8,151,18.875,0,0,0,9,1
2171,16,551,6,49,8.166666666666666,0,0,0,5,3
2172,12,549,6,51,8.5,0,0,0,3,0
2173,14,613,7,87,12.428571428571429,0,1,0,4,1
2174,18,712,8,88,11.0,0,0,0,3,1
2175,14,558,6,42,7.000000000000001,0,0,0,1,3
2176,18,613,7,87,12.428571428571429,0,1,0,2,1
2177,10,414,5,86,17.2,0,0,0,0,1
2178,17,706,8,94,11.75,1,0,0,5,2
2179,13,527,6,73,12.166666666666668,1,0,0,6,0
2180,13,395,4,5,1.25,1,0,0,4,0
2181,10,335,4,65,16.25,0,0,0,3,0
2182,16,575,6,25,4.166666666666666,0,0,0,2,1
2183,17,584,6,16,2.666666666666667,1,0,0,5,2
2184,16,498,5,2,0.4,0,0,0,4,1
2185,11,457,5,43,8.6,1,1,0,3,0
2186,14,473,5,27,5.4,0,0,0,6,0
2187,14,573,6,27,4.5,0,0,0,4,0
2188,18,755,8,45,5.625,0,0,0,6,1
2189,17,570,6,30,5.0,1,0,0,4,1
2190,15,479,5,21,4.2,0,1,0,2,2
2191,12,549,6,51,8.5,0,0,0,4,1
2192,12,441,5,59,11.799999999999999,0,0,0,5,0
2193,19,742,8,58,7.249999999999999,1,0,0,7,0
2194,13,469,5,31,6.2,1,0,0,3,1
2195,15,711,9,189,21.0,0,0,0,5,1
2196,16,748,8,52,6.5,0,0,0,3,2
2197,18,796,9,104,11.555555555555555,0,0,0,8,0
2198,10,389,4,11,2.75,0,1,0,3,2
2199,17,571,6,29,4.833333333333333,1,1,0,3,1
2200,10,397,5,103,20.599999999999998,0,1,0,1,2
2201,15,577,6,23,3.833333333333333,0,1,0,1,3
2202,14,595,7,105,15.0,0,0,0,2,1
2203,12,441,5,59,11.799999999999999,0,0,0,4,0
2204,17,772,8,28,3.5000000000000004,1,0,0,4,0
2205,14,501,6,99,16.5,0,0,0,3,1
2206,10,432,6,168,28.000000000000004,0,0,0,2,0
2207,18,679,7,21,3.0,0,0,0,3,0
2208,12,420,5,80,16.0,0,0,0,5,2
2209,14,468,5,32,6.4,0,0,0,4,0
2210,14,562,6,38,6.333333333333334,0,0,0,3,0
2211,17,617,7,83,11.857142857142858,1,1,0,2,0
2212,19,786,9,114,12.666666666666668,1,0,0,4,1
2213,17,556,6,44,7.333333333333333,1,0,0,7,1
2214,11,536,6,64,10.666666666666668,1,0,0,2,1
2215,11,433,5,67,13.4,1,1,0,1,1
2216,19,707,8,93,11.625,1,0,0,0,1
2217,14,545,6,55,9.166666666666666,0,0,0,5,1
2218,12,465,5,35,7.000000000000001,0,0,0,5,0
2219,18,680,7,20,2.857142857142857,0,0,0,6,2
2220,18,726,8,74,9.25,0,0,0,7,0
2221,12,401,5,99,19.8,0,1,0,3,1
2222,17,682,8,118,14.75,1,0,0,0,2
2223,18,557,6,43,7.166666666666667,0,1,0,9,0
2224,13,587,7,113,16.142857142857142,1,1,0,4,1
2225,16,720,8,80,10.0,0,0,0,6,0
2226,11,483,6,117,19.5,1,0,0,3,0
2227,18,756,8,44,5.5,0,0,0,3,2
2228,19,760,8,40,5.0,1,0,0,1,2
2229,19,765,8,35,4.375,1,0,0,6,2
2230,16,638,7,62,8.857142857142856,0,0,0,4,0
2231,14,523,6,77,12.833333333333332,0,1,0,1,3
2232,14,530,6,70,11.666666666666666,0,0,0,4,0
2233,19,712,8,88,11.0,1,0,0,3,3
2234,19,832,10,168,16.8,1,0,0,5,2
2235,15,469,5,31,6.2,0,0,0,9,0
2236,12,448,5,52,10.4,0,0,0,2,0
2237,11,331,4,69,17.25,1,1,0,4,1
2238,17,654,7,46,6.571428571428571,1,0,0,2,1
2239,17,803,9,97,10.777777777777779,1,0,0,3,2
2240,18,789,9,111,12.333333333333334,0,0,0,4,2
2241,18,732,8,68,8.5,0,0,0,7,2
2242,19,807,10,193,19.3,1,0,0,4,1
2243,11,375,4,25,6.25,1,0,0,2,0
2244,13,579,8,221,27.625,1,0,0,5,0
2245,12,433,5,67,13.4,0,1,0,4,1
2246,10,422,5,78,15.6,0,0,0,3,0
2247,11,450,5,50,10.0,1,0,0,0,1
2248,15,642,7,58,8.285714285714285,0,0,0,3,0
2249,11,375,4,25,6.25,1,0,0,1,1
2250,13,517,6,83,13.833333333333334,1,0,0,2,0
2251,17,647,7,53,7.571428571428572,1,1,0,2,1
2252,14,543,6,57,9.5,0,0,0,2,4
2253,13,501,6,99,16.5,1,0,0,4,2
2254,17,882,11,218,19.818181818181817,1,0,0,3,1
2255,11,517,7,183,26.142857142857146,1,0,0,3,0
2256,12,402,5,98,19.6,0,0,0,3,1
2257,15,563,6,37,6.166666666666667,0,1,0,3,0
2258,18,737,8,63,7.875,0,0,0,0,2
2259,10,422,5,78,15.6,0,0,0,2,1
2260,19,786,9,114,12.666666666666668,1,0,0,6,1
2261,19,689,7,11,1.5714285714285716,1,0,0,6,1
2262,11,385,4,15,3.75,1,0,0,6,0
2263,14,516,6,84,14.000000000000002,0,0,0,3,1
2264,10,459,6,141,23.5,0,0,0,2,0
2265,10,450,6,150,25.0,0,0,0,4,0
2266,11,396,5,104,20.8,1,0,0,1,1
2267,12,462,5,38,7.6,0,0,0,3,0
2268,14,480,5,20,4.0,0,0,0,7,0
2269,14,702,9,198,22.0,0,0,0,4,1
2270,14,463,5,37,7.3999999999999995,0,1,0,5,1
2271,17,685,7,15,2.142857142857143,1,0,0,5,0
2272,16,729,8,71,8.875,0,0,0,2,0
2273,18,715,8,85,10.625,0,0,0,11,0
2274,12,477,5,23,4.6,0,0,0,2,0
2275,13,511,6,89,14.833333333333334,1,0,0,5,1
2276,19,667,7,33,4.714285714285714,1,0,0,5,1
2277,16,567,6,33,5.5,0,0,0,4,0
2278,17,700,8,100,12.5,1,0,0,7,0
2279,19,519,6,81,13.5,1,0,0,7,0
2280,11,402,5,98,19.6,1,0,0,3,0
2281,19,668,7,32,4.571428571428571,1,0,0,6,1
2282,15,504,6,96,16.0,0,0,0,5,3
2283,11,408,5,92,18.4,1,0,0,3,0
2284,19,702,8,98,12.25,1,0,0,5,1
2285,12,468,5,32,6.4,0,0,0,3,1
2286,16,688,8,112,14.000000000000002,0,0,0,2,1
2287,13,681,9,219,24.333333333333336,1,0,0,2,2
2288,14,494,5,6,1.2,0,0,0,3,0
2289,10,397,5,103,20.599999999999998,0,1,0,2,1
2290,16,699,8,101,12.625,0,0,0,5,0
2291,13,450,5,50,10.0,1,0,0,1,0
2292,12,423,5,77,15.4,0,0,0,2,1
2293,16,527,6,73,12.166666666666668,0,0,0,6,0
2294,16,668,7,32,4.571428571428571,0,0,0,4,0
2295,17,801,9,99,11.0,1,0,0,6,1
2296,15,535,6,65,10.833333333333334,0,0,0,3,1
2297,17,642,7,58,8.285714285714285,1,0,0,2,0
2298,16,646,7,54,7.7142857142857135,0,0,0,2,1
2299,13,510,6,90,15.0,1,0,0,3,0
2300,10,450,6,150,25.0,0,0,0,0,1
2301,14,665,8,135,16.875,0,0,0,5,0
2302,18,693,8,107,13.375,0,0,0,5,0
2303,16,580,6,20,3.3333333333333335,0,0,0,2,1
2304,18,841,9,59,6.555555555555556,0,0,0,4,0
2305,14,447,5,53,10.6,0,0,0,7,0
2306,17,656,7,44,6.2857142857142865,1,0,0,1,0
2307,11,445,5,55,11.0,1,0,0,1,0
2308,16,619,7,81,11.571428571428571,0,1,0,6,0
2309,12,453,5,47,9.4,0,0,0,4,1
2310,15,634,7,66,9.428571428571429,0,0,0,5,0
2311,15,623,7,77,11.0,0,0,0,1,0
2312,11,328,4,72,18.0,1,0,0,4,0
2313,13,506,6,94,15.666666666666668,1,0,0,4,0
2314,13,571,7,129,18.428571428571427,1,1,0,6,1
2315,10,362,4,38,9.5,0,0,0,4,1
2316,18,755,8,45,5.625,0,0,0,2,1
2317,10,467,6,133,22.166666666666668,0,1,0,1,0
2318,19,803,9,97,10.777777777777779,1,0,0,7,0
2319,19,734,8,66,8.25,1,0,0,5,0
2320,13,482,5,18,3.5999999999999996,1,0,0,6,0
2321,13,520,6,80,13.333333333333334,1,0,0,3,0
2322,12,522,6,78,13.0,0,0,0,3,0
2323,19,629,7,71,10.142857142857142,1,0,0,4,4
2324,18,634,7,66,9.428571428571429,0,0,0,3,1
2325,14,654,7,46,6.571428571428571,0,0,0,5,1
2326,15,619,7,81,11.571428571428571,0,1,0,2,0
2327,10,445,5,55,11.0,0,0,0,4,0
2328,18,666,7,34,4.857142857142857,0,0,0,8,2
2329,15,561,6,39,6.5,0,0,0,2,3
2330,18,736,8,64,8.0,0,0,0,4,0
2331,13,480,5,20,4.0,1,0,0,3,1
2332,14,493,5,7,1.4000000000000001,0,0,0,2,2
2333,13,485,5,15,3.0,1,0,0,4,0
2334,10,437,5,63,12.6,0,0,0,5,0
2335,17,759,9,141,15.666666666666668,1,0,0,5,0
2336,15,595,7,105,15.0,0,0,0,6,0
2337,11,393,4,7,1.7500000000000002,1,0,0,4,1
2338,12,548,7,152,21.714285714285715,0,0,0,3,2
2339,17,681,7,19,2.7142857142857144,1,0,0,6,0
2340,13,492,6,108,18.0,1,0,0,1,0
2341,19,707,8,93,11.625,1,0,0,3,0
2342,11,456,5,44,8.799999999999999,1,0,0,1,0
2343,11,457,5,43,8.6,1,1,0,0,2
2344,11,544,7,156,22.285714285714285,1,0,0,3,0
2345,18,753,8,47,5.875,0,0,0,9,2
2346,16,766,9,134,14.888888888888888,0,0,0,2,0
2347,16,522,6,78,13.0,0,0,0,8,2
2348,16,765,9,135,15.0,0,0,0,5,0
2349,10,460,6,140,23.333333333333332,0,0,0,1,0
2350,15,576,6,24,4.0,0,0,0,3,1
2351,15,486,5,14,2.8000000000000003,0,0,0,4,0
2352,16,669,7,31,4.428571428571428,0,0,0,5,0
2353,17,594,6,6,1.0,1,0,0,4,2
2354,17,627,7,73,10.428571428571429,1,0,0,4,0
2355,17,838,11,262,23.81818181818182,1,0,0,3,1
2356,10,454,5,46,9.2,0,0,0,3,1
2357,18,626,7,74,10.571428571428571,0,0,0,3,0
2358,17,608,7,92,13.142857142857142,1,0,0,10,0
2359,18,725,8,75,9.375,0,0,0,0,1
2360,10,413,5,87,17.4,0,0,0,4,1
2361,13,384,4,16,4.0,1,0,0,4,2
2362,13,500,6,100,16.666666666666664,1,0,0,3,0
2363,11,520,6,80,13.333333333333334,1,0,0,1,0
2364,17,741,8,59,7.375,1,0,0,2,3
2365,16,593,7,107,15.285714285714286,0,1,0,3,1
2366,19,707,8,93,11.625,1,0,0,10,0
2367,18,763,8,37,4.625,0,0,0,2,0
2368,10,360,4,40,10.0,0,0,0,1,1
2369,19,680,7,20,2.857142857142857,1,0,0,3,1
2370,17,667,7,33,4.714285714285714,1,0,0,8,0
2371,14,459,5,41,8.200000000000001,0,0,0,4,0
2372,10,427,5,73,14.6,0,0,0,1,0
2373,12,472,5,28,5.6000000000000005,0,0,0,6,1
2374,13,594,8,206,25.75,1,0,0,3,0
2375,19,964,12,236,19.666666666666664,1,0,0,5,0
2376,10,402,5,98,19.6,0,0,0,1,2
2377,16,617,7,83,11.857142857142858,0,1,0,5,1
2378,16,679,8,121,15.125,0,0,0,3,1
2379,19,707,8,93,11.625,1,0,0,4,1
2380,16,726,8,74,9.25,0,0,0,2,1
2381,16,588,6,12,2.0,0,0,0,2,0
2382,14,594,7,106,15.142857142857144,0,0,0,4,1
2383,17,755,8,45,5.625,1,0,0,4,0
2384,15,517,6,83,13.833333333333334,0,0,0,4,0
2385,19,862,9,38,4.222222222222222,1,0,0,4,0
2386,19,682,7,18,2.571428571428571,1,0,0,7,3
2387,15,554,6,46,7.666666666666666,0,0,0,8,1
2388,15,754,9,146,16.22222222222222,0,0,0,3,0
2389,11,490,6,110,18.333333333333332,1,0,0,3,0
2390,13,558,6,42,7.000000000000001,1,0,0,2,0
2391,19,803,9,97,10.777777777777779,1,0,0,3,1
2392,10,274,3,26,8.666666666666668,0,0,0,2,0
2393,18,702,8,98,12.25,0,0,0,4,1
2394,16,701,10,299,29.9,0,1,0,0,1
2395,12,466,5,34,6.800000000000001,0,0,0,3,0
2396,10,515,7,185,26.42857142857143,0,0,0,0,0
2397,14,516,6,84,14.000000000000002,0,0,0,5,0
2398,10,415,5,85,17.0,0,0,0,3,1
2399,10,480,6,120,20.0,0,0,0,2,1
2400,13,540,6,60,10.0,1,0,0,3,2
2401,19,748,8,52,6.5,1,0,0,9,0
2402,15,595,7,105,15.0,0,0,0,5,0
2403,10,338,4,62,15.5,0,0,0,4,0
2404,17,643,7,57,8.142857142857144,1,1,0,6,3
2405,11,386,4,14,3.5000000000000004,1,0,0,1,0
2406,19,856,10,144,14.399999999999999,1,0,0,4,0
2407,10,439,5,61,12.2,0,1,0,1,0
2408,10,395,5,105,21.0,0,0,0,2,0
2409,17,805,9,95,10.555555555555555,1,0,0,7,2
2410,14,515,6,85,14.166666666666666,0,0,0,3,0
2411,13,413,5,87,17.4,1,0,0,4,1
2412,10,529,7,171,24.428571428571427,0,0,0,5,0
2413,12,430,5,70,14.000000000000002,0,0,0,4,0
2414,18,860,10,140,14.000000000000002,0,0,0,2,2
2415,12,396,4,4,1.0,0,0,0,5,1
2416,16,682,8,118,14.75,0,0,0,4,0
2417,15,578,6,22,3.6666666666666665,0,0,0,6,1
2418,15,577,6,23,3.833333333333333,0,1,0,2,1
2419,13,561,6,39,6.5,1,0,0,0,3
2420,18,797,9,103,11.444444444444445,0,1,0,7,1
2421,18,727,8,73,9.125,0,1,0,7,0
2422,19,608,7,92,13.142857142857142,1,0,0,6,0
2423,18,772,8,28,3.5000000000000004,0,0,0,4,0
2424,19,745,8,55,6.875000000000001,1,0,0,3,0
2425,14,690,9,210,23.333333333333332,0,0,0,5,0
2426,14,527,6,73,12.166666666666668,0,0,0,6,1
2427,19,780,8,20,2.5,1,0,0,5,1
2428,19,786,8,14,1.7500000000000002,1,0,0,5,1
2429,19,790,9,110,12.222222222222221,1,0,0,2,0
2430,15,595,7,105,15.0,0,0,0,8,0
2431,13,570,6,30,5.0,1,0,0,5,1
2432,18,785,9,115,12.777777777777777,0,0,0,0,1
2433,18,691,8,109,13.625000000000002,0,1,0,3,1
2434,10,308,4,92,23.0,0,0,0,3,0
2435,13,456,5,44,8.799999999999999,1,0,0,1,0
2436,19,707,8,93,11.625,1,0,0,6,1
2437,13,454,5,46,9.2,1,0,0,3,0
2438,13,494,6,106,17.666666666666668,1,0,0,1,1
2439,13,501,6,99,16.5,1,0,0,1,0
2440,10,373,4,27,6.75,0,1,0,1,1
2441,10,463,5,37,7.3999999999999995,0,1,0,2,0
2442,14,584,6,16,2.666666666666667,0,0,0,3,1
2443,19,714,8,86,10.75,1,0,0,4,1
2444,11,566,8,234,29.25,1,0,0,2,1
2445,18,788,9,112,12.444444444444445,0,0,0,8,0
2446,14,525,6,75,12.5,0,0,0,4,2
2447,19,742,8,58,7.249999999999999,1,0,0,3,1
2448,15,558,6,42,7.000000000000001,0,0,0,1,0
2449,18,697,8,103,12.875,0,0,0,1,1
2450,14,631,7,69,9.857142857142858,0,1,0,5,0
2451,10,498,6,102,17.0,0,0,0,4,0
2452,14,434,5,66,13.200000000000001,0,0,0,4,0
2453,15,539,6,61,10.166666666666666,0,0,0,3,0
2454,11,408,5,92,18.4,1,0,0,2,3
2455,10,408,5,92,18.4,0,0,0,2,0
2456,19,741,8,59,7.375,1,0,0,4,2
2457,11,383,4,17,4.25,1,1,0,1,0
2458,14,493,6,107,17.833333333333336,0,0,0,2,1
2459,13,495,5,5,1.0,1,0,0,1,2
2460,19,779,8,21,2.625,1,0,0,5,2
2461,18,602,7,98,14.000000000000002,0,0,0,0,1
